Booking ID,Date,Time,Customer ID,Vehicle Type,Pickup Location,Drop Location,Payment Method,Request Hour,Traffic Level,Weather Condition,Booking Platform
"""CNR1579215""",2024-02-24,18:52:12,"""CID3240691""",Premier Sedan,Manesar,Lok Kalyan Marg,null,18,Low,,Phone
"""CNR4270571""",2024-04-05,16:31:33,"""CID5325831""",Premier Sedan,Barakhamba Road,Gurgaon Sector 56,Cash,16,Medium,Rain,App
"""CNR4063443""",2024-05-09,18:06:48,"""CID6278056""",Premier Sedan,Shastri Nagar,Tagore Garden,null,18,Medium,,App
"""CNR6418113""",2024-06-21,11:50:36,"""CID8336037""",Premier Sedan,Rajouri Garden,Gwal Pahari,null,11,Medium,,App
"""CNR8447371""",2024-11-05,20:00:10,"""CID7340313""",Premier Sedan,Tilak Nagar,Indraprastha,null,20,Low,,App
"""CNR7726085""",2024-11-05,19:00:17,"""CID2599358""", Uber XL,Aya Nagar,Khandsa,Debit Card,19,High,Rain ,App
"""CNR7710531""",2024-03-19,20:02:37,"""CID4783762""",Premier Sedan,Jahangirpuri,Rajiv Nagar,UPI,20,Medium,Clear,App
"""CNR1412317""",2024-07-23,07:01:44,"""CID4582425""",Uber XL,Nawada,Golf Course Road,UPI,7,Medium,Fog,App
"""CNR7758465""",2024-10-05,13:16:14,"""CID8844616""",Premier Sedan,Civil Lines Gurgaon,Azadpur,UPI,13,Medium,Clear,App
"""CNR4307275""",2024-01-08,17:35:01,"""CID7426677""",Uber XL,Lajpat Nagar,Nirman Vihar,UPI,17,High,Clear,App
"""CNR2507524""",17-Oct-2024,3:49 PM,"""CID3470774""", Premier Sedan,Kanhaiya Nagar,Noida Sector 62,NA ,15,Low ,Rain,App 
"""CNR7006019""",2024-08-06,19:25:56,"""CID8725362""",Uber XL,Udyog Vihar Phase 4,Dilshad Garden,UPI,19,Medium,Clear,App
"""CNR6526474""",2024-01-23,10:58:09,"""CID9689935""",Premier Sedan,Green Park,Botanical Garden,Cash,10,Medium,Clear,App
"""CNR9394633""",2024-06-18,13:20:57,"""CID8800374""",Premier Sedan,ITO,Yamuna Bank,null,13,Low,,App
"""CNR2656945""",2024-02-28,16:29:39,"""CID6460078""",Premier Sedan,Subhash Nagar,Delhi Gate,Cash,16,High,Clear,App
"""CNR9201363""",2024-05-07,18:44:27,"""CID5061779""",Premier Sedan,Vaishali,Netaji Subhash Place,null,18,High,,App
"""CNR6397726""",2024-05-16,19:23:25,"""CID1351689""",Premier  Sedan,Ambience Mall,Narsinghpur,,,High ,Clear,App 
"""CNR1004805""",2024-09-28,18:12:16,"""CID7496752""",Premier Sedan,South Extension,Shivaji Park,Cash,N/A,Medium ,Rain ,App
"""CNR4915441"" ",07/23/2024,5:16 AM,"""CID8175698""",Premier Sedan ,Netaji Subhash Place,Cyber  Hub,Cash,N/A,,Rain ,App
"""CNR3823001""",2024-12-22,18:25:37,"""CID1209126""",Uber XL,Udyog Bhawan,Sikanderpur,UPI,18,Medium,Clear,App
" ""CNR5033322""",04/21/2024,12:46 AM,"""CID3912588""",Premier Sedan,Badshahpur,Mayur Vihar,,12,NA ,Clear,App 
"""CNR7633672""",2024-11-03,10:29:40,"""CID1762646""",Premier Sedan,Shastri Park,Rohini East,UPI,10,High,Storm,App
"""CNR3028481""",2024-09-20,10:05:40,"""CID4365885""",Premier Sedan,Jahangirpuri,DLF City Court,null,10,Medium,,App
"""CNR1627539""",2024-05-07,20:16:35,"""CID4496463""",Premier Sedan,Tilak Nagar,Saidulajab,Debit Card,20,High,Rain,Web
"""CNR4225431""",2024-03-18,00:45:57,"""CID3576137""",Premier Sedan,Nehru Place,Greater Kailash,null,0,High,,App
"""CNR4993149""",2024-09-01,10:51:24,"""CID6473555""",Uber XL,Rohini,Anand Vihar ISBT,Cash,10,Low,Clear,App
"""CNR6545540""",2024-01-14,12:58:57,"""CID9064647""",Premier Sedan,Akshardham,Kanhaiya Nagar,null,12,Medium,,Phone
"""CNR1275109""",2024-03-08,18:32:08,"""CID4604048""",Premier Sedan,Punjabi Bagh,Ashram,UPI,18,High,Rain,App
"""CNR4102467""",2024-04-26,18:45:43,"""CID4915620""",Premier Sedan,Shastri Nagar,Inderlok,UPI,18,High,Fog,App
"""CNR6914104""",2024-11-24,16:10:25,"""CID6148060""",Premier Sedan,Saidulajab,Netaji Subhash Place,Credit Card,16,Medium,Storm,App
"""CNR1971909""",2024-12-21,08:45:55,"""CID8330781""",Premier Sedan,Preet Vihar,Pulbangash,null,8,Medium,,App
"""CNR8315404""",2024-05-11,06:17:07,"""CID6530638""",Premier Sedan,Mandi House,Kalkaji,UPI,6,Low,Rain,App
"""CNR9242272""",2024-01-23,23:17:05,"""CID9216243""",Premier Sedan,Subhash Chowk,Bhiwadi,null,23,Low,,App
"""CNR6078770""",2024-11-05,09:56:29,"""CID9103732""",Premier Sedan,Indirapuram,Netaji Subhash Place,null,9,High,,App
"""CNR9621118"" ",09/27/2024,10:28,"""CID5107038"" ",Premier  Sedan,Pataudi Chowk ,Rohini ,UPI,10,High , Rain,App
"""CNR6338566""",2024-09-04,10:24:49,"""CID8784664""",Premier Sedan,Green Park,Ghitorni Village,null,10,Medium,,App
"""CNR6834634""",2024-11-07,19:20:35,"""CID4407930""",Premier Sedan,Sarai Kale Khan,IFFCO Chowk,UPI,19,Medium,Storm,App
"""CNR9839708""",2024-08-04,18:37:27,"""CID1038055""",Premier Sedan,Golf Course Road,Indirapuram,UPI,18,High,Clear,App
"""CNR2714189""",2024-08-10,18:53:59,"""CID3168875""",Uber XL,DLF Phase 3,Pataudi Chowk,null,18,Medium,,Web
"""CNR3353556""",2024-01-10,11:38:28,"""CID1696332""",Premier Sedan,DLF City Court,Botanical Garden,UPI,11,Low,Clear,Phone
"""CNR8027903""",2024-06-18,14:16:25,"""CID1743412""",Premier Sedan,Old Gurgaon,IGI Airport,UPI,14,Low,Clear,Phone
"""CNR5243736""",2024-03-22,08:21:30,"""CID8947636""",Premier Sedan,Inderlok,Jor Bagh,Debit Card,8,High,Clear,Phone
"""CNR1676953""",2024-07-14,02:45:05,"""CID5447815""",Premier Sedan,Shastri Park,Tis Hazari,null,2,Low,,App
"""CNR6954150""",2024-11-30,10:08:45,"""CID4722776""",Premier Sedan,Govindpuri,Tis Hazari,null,10,High,,Phone
"""CNR2913682""",11/25/2024,9:04 PM,"""CID2269391""",Premier  Sedan,Subhash Chowk,Patel Chowk,NA ,  ,Medium,Clear, Web
"""CNR8493470""",2024-08-09,09:36:14,"""CID3271389""",Premier Sedan,Panipat,Patel Chowk,UPI,9,High,Clear,App
"""CNR9620749""",2024-10-31,11:10:28,"""CID1453769""",Premier Sedan,Chhatarpur,Moti Nagar,null,11,Low,,App
" ""CNR7854289""",22-Apr-2024,5:14 AM,"""CID4910040""",Premier Sedan,IFFCO Chowk,Uttam Nagar,null,17,High,,App
"""CNR1005546""",2024-10-15,23:23:07,"""CID9703583""",Premier Sedan,Govindpuri,Ghitorni Village,Credit Card,23,Low,Rain,App
"""CNR1083126""",2024-05-26,23:52:23,"""CID6733347""",Uber XL,Subhash Nagar,New Delhi Railway Station,null,23,Low,,App
"""CNR2610006""",2024-05-06,20:49:55,"""CID8870180""",Premier Sedan,Vinobapuri,Anand Vihar,null,20,Medium,,App
"""CNR8972772""",2024-03-26,10:33:29,"""CID3824193""",Premier Sedan,Golf Course Road,Khan Market,Uber Wallet,10,Medium,Clear,App
"""CNR4514269""",2024-01-13,17:27:44,"""CID7537020""",Premier Sedan,Ramesh Nagar,Aya Nagar,null,17,Low,,Web
"""CNR6963993""",06/03/2024,3:26 PM," ""CID1692327""",Premier Sedan,IIT Delhi,Tis Hazari ,,15,Medium,Rain, App
"""CNR7443789""",2024-08-15,16:17:47,"""CID1036245""",Premier Sedan,GTB Nagar,Kanhaiya Nagar,null,16,Medium,,App
"""CNR7775331""",2024-02-04,11:45:16,"""CID8230027""",Premier Sedan,Barakhamba Road,Uttam Nagar,UPI,11,Low,Clear,Web
"""CNR7720276""",2024-03-08,14:52:26,"""CID1504679""",Premier Sedan,Sonipat,Faridabad Sector 15,Uber Wallet,14,High,Clear,Web
"""CNR5047579""",2024-08-19,18:55:34,"""CID7891783""",Uber XL,Sohna Road,Central Secretariat,null,18,High,,App
"""CNR1111794""",2024-10-14,21:24:18,"""CID9477843""",Premier Sedan,Jasola,Gurgaon Sector 29,Debit Card,21,Low,Clear,App
"""CNR9063352""",2024-04-26,05:08:38,"""CID1848871""",Premier Sedan,Lok Kalyan Marg,Rajouri Garden,Uber Wallet,5,Low,Clear,App
"""CNR2048580""",2024-09-08,09:00:03,"""CID9102354""",Premier Sedan,Samaypur Badli,Mayur Vihar,UPI,9,Low,Clear,App
"""CNR1948989""",2024-08-05,16:51:52,"""CID4821721""",Premier Sedan,Pataudi Chowk,IGNOU Road,UPI,16,Low,Clear,App
"""CNR9331159""",2024-11-21,07:38:23,"""CID7186446""",Premier Sedan,Sonipat,Narsinghpur,Debit Card,7,High,Clear,Web
"""CNR3761232""",2024-05-24,05:59:31,"""CID2619151""",Premier Sedan,Vasant Kunj,Shastri Park,null,5,Low,,App
"""CNR9476342""",2024-08-20,08:44:12,"""CID8244078""",Premier Sedan,IFFCO Chowk,Sonipat,Credit Card,8,High,Rain,App
"""CNR5746407""",2024-06-22,19:08:30,"""CID8558770""",Premier Sedan,Golf Course Road,Model Town,UPI,19,Medium,Clear,Web
"""CNR8645449""",2024-10-06,15:22:54,"""CID6814617""",Premier Sedan,Basai Dhankot,Punjabi Bagh,null,15,Low,,App
"""CNR3267175""",06/25/2024,10:52,"""CID4926321""",Premier Sedan,Delhi  Gate,Indirapuram,,10 ,High, Clear,Web 
"""CNR1746269""",2024-09-01,03:32:34,"""CID1687467""",Premier Sedan,Sushant Lok,Laxmi Nagar,null ,3 ,NA ,NA ,App
"""CNR9819618""",21-Oct-2024,11:03,"""CID2378040"" ",Premier Sedan,Pragati Maidan,Pataudi Chowk,UPI ,11,Low,Clear,App 
"""CNR2382870""",2024-05-26,08:46:24,"""CID8878317""",Uber XL,Jor Bagh,Tughlakabad,null,8,Low,,Phone
"""CNR4308752""",2024-09-14,10:12:17,"""CID6568767""",Premier Sedan,Shastri Nagar,Ghitorni,UPI,10,Medium,Rain,Phone
"""CNR5817746""",2024-09-13,15:56:34,"""CID7665343""",Premier Sedan,INA Market,Khan Market,UPI,15,High,Clear,App
"""CNR9226354""",2024-06-26,08:50:08,"""CID8162483""",Premier Sedan,Badarpur,Kalkaji,UPI,8,High,Rain,Web
" ""CNR4638151""",31-Jul-2024,17:03,"""CID7524756"" ",Uber XL,Vatika  Chowk,Gurgaon Sector 56,Uber  Wallet,,NA ,Fog,App
"""CNR2276293""",2024-05-30,11:40:57,"""CID5898802""",Uber XL,Tughlakabad,Patel Chowk,Credit Card,11,Medium,Rain,Web
"""CNR6288480""",2024-04-23,08:26:31,"""CID4177088""",Uber XL,Moolchand,Tis Hazari,Uber Wallet,8,High,Clear,App
"""CNR2261737""",2024-11-16,22:59:11,"""CID6593157""",Premier Sedan,Ghitorni,Pitampura,Cash,22,Low,Rain,App
"""CNR2494049""",2024-12-04,21:03:06,"""CID5521094""",Uber XL, Cyber Hub,Welcome, UPI,21,,Clear,Web 
"""CNR1852216""",2024-11-17,15:46:45,"""CID6010850""",Premier Sedan,South Extension,Panipat,Cash,15,Medium,Clear,App
"""CNR8687222""",2024-11-24,18:55:25,"""CID9909644""",Premier Sedan,Nawada,IGNOU Road,UPI,18,Low,Rain,App
"""CNR6425011""",10/03/2024,10:58,"""CID3525223""", Premier Sedan, Aya Nagar,Preet Vihar ,,10,High ,Storm, App
"""CNR7020856""",2024-06-21,14:10:10,"""CID4349904""",Premier Sedan,Indirapuram,Adarsh Nagar,null,14,Medium,,App
"""CNR3553351""",2024-01-13,14:10:54,"""CID3412627""",Premier Sedan,Satguru Ram Singh Marg,Model Town,null,14,High,,App
"""CNR4235728""",2024-12-04,22:42:17,"""CID3948660""",Premier Sedan,Janakpuri,IGI Airport,Credit Card,22,High,Clear,Web
"""CNR8042769""",2024-07-03,06:24:06,"""CID5701104""",Premier Sedan,Karol Bagh,Model Town,null,6,Medium,,App
"""CNR9613875""",2024-05-20,21:38:22,"""CID4339266""",Uber XL,Badshahpur,DLF Phase 3,null,21,Low,,App
"""CNR3337765""",2024-06-12,08:53:23,"""CID5918339""",Premier Sedan,Nawada,Delhi Gate,null,8,Low,,App
"""CNR1654902""",2024-01-04,19:29:07,"""CID2375414""",Premier Sedan,Khandsa,Sarai Kale Khan,UPI,19,Medium,Rain,App
"""CNR5206427""",2024-01-19,21:00:48,"""CID2622046""",Premier Sedan,India Gate,Noida Sector 62,UPI,21,High,Clear,App
"""CNR5001003""",2024-10-01,10:21:48,"""CID3014336""",Premier Sedan,Mandi House,Tilak Nagar,null,10,High,,Phone
"""CNR3528965""",2024-11-02,09:37:45,"""CID7875833""",Premier Sedan,Pragati Maidan,Rajiv Chowk,Credit Card,9,High,Clear,App
"""CNR4541641""",2024-04-08,07:32:26,"""CID1304875""",Premier Sedan,Patel Chowk,Golf Course Road,Uber Wallet,7,Medium,Rain,App
"""CNR8147610""",2024-03-28,14:25:46,"""CID4421339""",Premier Sedan,Moolchand,Jasola,UPI,14,Medium,Fog,App
"""CNR1773221""",2024-04-07,16:36:49,"""CID6657997""",Premier Sedan,Sushant Lok,Panipat,UPI,16,Low,Clear,App
"""CNR7784598""",2024-11-03,08:29:16,"""CID3526479""",Premier Sedan,Saidulajab,Raj Nagar Extension,Uber Wallet,8,Medium,Rain,App
"""CNR4536491""",2024-05-02,05:17:01," ""CID8070766""",Premier Sedan,Ghitorni Village,DLF  City Court,null,N/A,,,Web
"""CNR2199660""",2024-04-03,10:37:27,"""CID9484653""",Premier Sedan,Rithala,Patel Chowk,null,10,High,,Web
"""CNR8686928""",2024-08-15,20:04:36,"""CID4668281""",Premier Sedan,MG Road,IGI Airport,Cash,20,High,Rain,App
"""CNR1140934""",2024-06-08,20:32:41,"""CID6394981""",Premier Sedan,Dilshad Garden,Bhiwadi,null,20,Medium,,App
"""CNR2689973""",2024-12-06,20:07:17,"""CID5033619""",Premier Sedan,Paharganj,Okhla,UPI,20,High,Clear,App
"""CNR3235810""",2024-08-24,16:25:15,"""CID5487436""",Premier Sedan,Pragati Maidan,Civil Lines Gurgaon,Debit Card,16,Medium,Clear,App
"""CNR6902314""",2024-06-07,10:41:25,"""CID2891628""",Uber XL,Shahdara,Punjabi Bagh,UPI,10,Medium,Clear,App
"""CNR8849643""",2024-11-10,03:56:51,"""CID4728081""",Premier Sedan,Rithala,IMT Manesar,Credit Card,3,Low,Clear,App
"""CNR9419583""",2024-12-01,09:47:06,"""CID2443276""",Premier Sedan,Sonipat,Connaught Place,Uber Wallet,9,Medium,Clear,App
"""CNR7476939""",2024-04-10,21:34:55,"""CID8770793""",Premier Sedan,Panipat,Greater Noida,null,21,Low,,App
"""CNR1052290""",2024-08-18,21:31:08,"""CID3828336""",Premier Sedan,Ramesh Nagar,Sikanderpur,null,21,Low,,App
"""CNR3086153""",2024-05-04,03:12:37,"""CID4655907""",Premier Sedan,Rajouri Garden,Ghitorni Village,UPI,3,Low,Clear,App
"""CNR4465273""",2024-09-26,21:28:09,"""CID3332286""",Premier Sedan,Palam Vihar,Khandsa,UPI,21,Medium,Clear,Web
"""CNR9705102""",2024-04-27,08:45:50,"""CID9148057""",Uber XL,GTB Nagar,Ashram,UPI,8,Medium,Rain,App
"""CNR2553967""",2024-09-19,09:58:32,"""CID7883203""",Premier Sedan,Udyog Vihar,Rohini East,null,9,Medium,,App
"""CNR5629101""",2024-04-26,09:07:36,"""CID8289521""",Premier Sedan,Golf Course Road,Noida Extension,Cash,9,High,Rain,App
"""CNR7457252""",2024-03-03,15:18:06,"""CID5431747""",Uber XL,Barakhamba Road,Peeragarhi,null,15,Low,,Web
"""CNR5882059""",2024-01-11,13:06:55,"""CID2260594""",Premier Sedan,Badarpur,Bahadurgarh,UPI,13,Medium,Clear,App
"""CNR4380034""",2024-03-27,20:20:32,"""CID1948319""",Premier Sedan,India Gate,Udyog Bhawan,UPI,20,High,Rain,App
"""CNR1737277""",2024-07-31,08:50:57,"""CID9088827""",Premier Sedan,Rithala,Nirman Vihar,Debit Card,8,High,Fog,App
"""CNR4056069""",2024-01-17,05:44:36,"""CID9520886""",Premier Sedan,Greater Kailash,Bhikaji Cama Place,Cash,5,High,Rain,Phone
"""CNR5053124""",2024-12-01,11:25:07,"""CID2137402""",Premier Sedan,Anand Vihar ISBT,Bahadurgarh,UPI,11,Medium,Clear,App
"""CNR4478887""",01-May-2024,19:32,"""CID5237820""",Uber XL,Gurgaon Sector 29,Vaishali,NA ,19,,,App
"""CNR3752291""",2024-03-09,21:30:32,"""CID9156678""",Premier Sedan,Tis Hazari,Noida Film City,Uber Wallet,21,Low,Clear,Phone
"""CNR8368753""",2024-02-10,14:29:06,"""CID4925322""",Premier Sedan,Ashok Park Main,Janakpuri,null,14,Medium,,App
"""CNR5159481""",2024-07-20,18:21:25,"""CID8780566""",Premier Sedan,Karkarduma,Raj Nagar Extension,Uber Wallet,18,High,Rain,Web
"""CNR7950600""",2024-11-17,17:32:54,"""CID5440545""",Premier Sedan,Kalkaji,Panipat,UPI,17,Low,Clear,App
"""CNR3996336""",2024-02-06,13:14:12,"""CID3743624""",Premier Sedan,Vatika Chowk,Mandi House,Cash,13,High,Clear,App
"""CNR9821409""",2024-08-27,10:34:31,"""CID5588610""",Uber XL,Aya Nagar,Moti Nagar,,10, NA,Rain ,Web
"""CNR7663313""",2024-07-21,16:23:44,"""CID7334914""",Premier Sedan,Rajouri Garden,Badshahpur,Debit Card,16,Medium,Clear,Phone
"""CNR2862386""",2024-08-25,18:11:25,"""CID2013154"" ",Premier Sedan,Jasola,Shastri Park,Uber Wallet,18,Medium ,Rain ,App
"""CNR7608003""",2024-06-03,07:58:30,"""CID1525268""",Premier Sedan,Preet Vihar,Uttam Nagar,null,7,Medium,,App
"""CNR3024900""",2024-01-05,07:37:51,"""CID7625881""",Premier Sedan,Keshav Puram,GTB Nagar,null,7,Low,,App
"""CNR5889602""",2024-05-09,20:34:51,"""CID5618085""",Uber XL,Netaji Subhash Place,Akshardham,UPI,20,High,Clear,App
"""CNR3735447""",2024-10-09,19:20:05,"""CID6872453""",Premier Sedan,Hauz Rani,Tilak Nagar,null,19,High,,Web
"""CNR2794908""",2024-03-24,09:11:14,"""CID2703807""",Premier Sedan,Vidhan Sabha,Sushant Lok,null,9,Medium,,App
"""CNR3210903""",2024-11-23,19:09:26,"""CID8844920""",Uber XL,Kanhaiya Nagar,Tilak Nagar,UPI,19,High,Clear,App
"""CNR4331849""",2024-04-19,11:36:53,"""CID3881534""",Uber XL,Hauz Khas,Pragati Maidan,null,11,Low,,Web
"""CNR5395320""",2024-11-13,17:41:57,"""CID2356731""",Uber XL,Vaishali,INA Market,null,17,Medium,,App
"""CNR5503980""",2024-12-16,02:30:17,"""CID9494962""",Premier Sedan,Hauz Rani,Welcome,null,2,Low,,Phone
"""CNR3447022""",2024-11-22,04:13:10,"""CID5410850""",Premier Sedan,Noida Film City,Patel Chowk,Cash,4,Low,Rain,App
"""CNR2760407""",2024-12-29,10:03:05,"""CID7080615""",Premier Sedan,Hauz Rani,Ashok Vihar,,N/A,,Clear,App
"""CNR9035324""",2024-08-21,08:31:49,"""CID5702299""",Premier Sedan,Khan Market,Noida Sector 18,UPI,8,Low,Rain,App
"""CNR9703034""",2024-12-20,04:27:39,"""CID8836036""",Premier Sedan,Kashmere Gate ISBT,Malviya Nagar,Uber Wallet,4,Medium,Fog,App
"""CNR7814065"" ",2024-11-06,14:43:59,"""CID7468110""",Premier  Sedan,Connaught  Place,Gurgaon Railway Station,UPI,14,,Clear,Web
"""CNR6278109""",2024-03-31,10:52:32,"""CID6130167""",Premier Sedan,Palam Vihar,Yamuna Bank,Cash,10,Low,Clear,Web
"""CNR5282693""",2024-09-16,14:12:29,"""CID1080256""",Premier Sedan,Laxmi Nagar,Udyog Bhawan,Uber Wallet,14,Medium,Clear,App
"""CNR4226740""",2024-08-27,16:25:39,"""CID1518548""",Premier Sedan ,Nirman Vihar,Mansarovar Park,null ,N/A,NA ,,App
"""CNR8578483""",2024-03-02,13:53:57,"""CID2706983""",Premier Sedan,Seelampur,Welcome,UPI,13,Medium,Fog,App
"""CNR1787640""",08/15/2024,16:24," ""CID5563941""",Uber XL,Dwarka Mor,Lal Quila,,16, NA,Clear,Web
"""CNR5403124""",2024-06-23,21:28:39,"""CID5975149""",Premier Sedan,Panchsheel Park,Ramesh Nagar,Cash,21,Low,Clear,App
"""CNR4334907""",2024-12-24,06:44:03,"""CID8768027""",Premier Sedan,Kanhaiya Nagar,Mansarovar Park,Cash,6,High,Clear,Phone
"""CNR7891954""",2024-01-18,23:06:45,"""CID4643777""",Premier Sedan,Okhla,Kashmere Gate ISBT,UPI,23,High,Clear,App
"""CNR4087359""",2024-06-04,23:24:23,"""CID9189663""",Premier Sedan,New Delhi Railway Station,Shahdara,null,23,Low,,App
"""CNR8877599""",2024-12-11,12:20:20,"""CID8455970""",Uber XL,Mehrauli,Badarpur,Uber Wallet,12,Medium,Clear,Web
"""CNR4717483""",2024-08-08,20:49:52,"""CID6906078""",Premier Sedan,Vaishali,Tilak Nagar,Debit Card,20,Medium,Clear,App
"""CNR6123601"" ",2024-10-23,12:49:49,"""CID3516543""",Premier  Sedan,Aya Nagar,Jasola,null,12,,NA ,App
"""CNR3071567""",04/24/2024,9:05 PM,"""CID7544670""",Premier Sedan,Mehrauli,Badshahpur,Cash,9,NA ,Clear,Phone
"""CNR1441309""",2024-03-31,18:34:40,"""CID7219726""",Premier Sedan,Basai Dhankot,Gwal Pahari,Uber Wallet,18,High,Clear,App
"""CNR8018205""",2024-03-02,17:14:13,"""CID8303257""",Uber XL,Noida Sector 18,Saidulajab,Cash,17,High,Fog,App
" ""CNR3247900""",11/17/2024,09:59,"""CID2105746""",Premier Sedan,Ghitorni , Sohna Road,,null,, Rain,App 
"""CNR5488004""",2024-08-01,08:20:19,"""CID3535275""",Premier Sedan,Rohini,Ambience Mall,null,8,High,,Phone
"""CNR6947275""",2024-09-11,13:27:19,"""CID6703037""",Premier Sedan,Sushant Lok,Chhatarpur,UPI,13,Medium,Clear,App
"""CNR6027471""",2024-06-26,08:50:40," ""CID4057142""", Premier Sedan,Greater Noida,Sarojini  Nagar,,8,High,Clear,App
"""CNR8075408""",2024-07-12,10:45:28,"""CID4811810""",Uber XL,Welcome,Bahadurgarh,null,10,Medium,,Web
"""CNR1003564""",2024-01-05,15:22:49,"""CID2527345""",Premier Sedan,Jhilmil,Punjabi Bagh,Credit Card,15,High,Rain,App
"""CNR8774882""",2024-10-26,12:52:11,"""CID1177774""",Premier Sedan,Raj Nagar Extension,Dwarka Sector 21,Debit Card,12,Low,Rain,App
"""CNR4505077""",2024-07-29,22:24:19,"""CID6239711""",Premier Sedan,Sonipat,Ghitorni,null,22,Medium,,App
"""CNR8851975""",2024-08-28,23:29:13,"""CID3903809""",Premier Sedan,Rajouri Garden,Satguru Ram Singh Marg,null,23,Low,,App
"""CNR4668464""",2024-03-01,14:35:28,"""CID1317720""",Premier Sedan,Sultanpur,Raj Nagar Extension,Credit Card,14,High,Clear,App
"""CNR1082378""",2024-04-04,06:06:49,"""CID7614775""",Premier Sedan,Shahdara,Tis Hazari,null,6,Medium,,Phone
"""CNR4789750""",2024-10-31,09:39:16,"""CID2162296""",Premier Sedan,Gurgaon Sector 56,Samaypur Badli,Debit Card,9,Medium,Rain,App
"""CNR3981097""",2024-09-21,16:11:38,"""CID7814692""",Uber XL,Gurgaon Railway Station,Moolchand,null,16,Medium,,App
"""CNR9415532""",2024-04-08,11:42:34,"""CID9326790""",Premier Sedan,Jahangirpuri,Botanical Garden,Uber Wallet,11,High,Clear,Phone
"""CNR4958196""",2024-03-10,18:09:15,"""CID4353754""",Premier Sedan,Ghitorni Village,Bhikaji Cama Place,Credit Card,18,Medium,Storm,App
"""CNR8616833""",2024-03-23,07:52:37,"""CID2344321""",Premier Sedan,Tilak Nagar,Chhatarpur,UPI,7,High,Clear,App
"""CNR3716700""",2024-06-26,20:51:03,"""CID5961104""",Premier Sedan,Golf Course Road,Sohna Road,null,20,High,,App
"""CNR3928473""",2024-06-05,23:01:03,"""CID3708729""",Premier Sedan,Tilak Nagar,Bahadurgarh,UPI,23,Medium,Clear,App
"""CNR5815326""",2024-07-08,10:41:01,"""CID6550118""",Premier Sedan,Keshav Puram,Nawada,Credit Card,10,High,Clear,Phone
"""CNR4714241""",2024-11-08,10:02:10,"""CID7014229""",Premier Sedan,Kherki Daula Toll,DLF Phase 3,UPI,10,Low,Clear,App
"""CNR6632210""",2024-03-05,11:51:05,"""CID1137034""",Premier Sedan,Netaji Subhash Place,Ghaziabad,Cash,11,Medium,Clear,App
"""CNR4199155""",2024-02-03,12:35:51,"""CID8027190""",Premier Sedan,Uttam Nagar,Manesar,UPI,12,Medium,Fog,App
"""CNR6695461""",2024-01-25,11:05:47,"""CID8146579""",Premier Sedan,Greater Kailash,Narsinghpur,null,11,Medium,,App
"""CNR4099007""",2024-04-25,15:26:05,"""CID4677440""",Premier Sedan,Welcome,South Extension,UPI,15,High,Clear,Phone
"""CNR1132340""",2024-11-12,06:16:46,"""CID9838259""",Premier Sedan,Pulbangash,Connaught Place,null,6,Medium,,App
"""CNR3861130""",2024-10-16,00:29:21,"""CID1937369""",Premier Sedan,Khandsa,Mehrauli,UPI,0,Low,Rain,App
"""CNR4761140""",2024-02-03,09:50:57,"""CID3446949""",Premier Sedan,Aya Nagar,Saidulajab,Cash,9,High,Clear,App
"""CNR7863714""",2024-07-01,06:48:02,"""CID5500806""",Premier Sedan,Moolchand,Rajiv Chowk,Uber Wallet,6,Medium,Clear,App
"""CNR3173328""",2024-04-01,22:38:55,"""CID8174159""",Premier Sedan,Anand Vihar ISBT,Noida Sector 18,Uber Wallet,22,Medium,Clear,App
"""CNR8190809"" ",07/01/2024,9:02 AM,"""CID9458085"" ", Premier Sedan,Samaypur Badli,IGNOU Road,null,21,,,App
"""CNR8369844"" ",07/12/2024,17:09,"""CID9149144""",Premier Sedan,Seelampur,Mehrauli,Credit Card,17,,Clear,App
"""CNR1942025""",2024-07-16,20:02:17,"""CID3354053""",Uber XL,MG Road,Govindpuri,null,20,Low,,App
"""CNR5582539""",2024-10-02,11:25:23,"""CID8392479""",Premier Sedan,Khan Market,Model Town,Cash,11,Medium,Clear,App
"""CNR6473272""",02/12/2024,15:44,"""CID4294427""", Premier Sedan,South Extension,Connaught  Place,UPI,15,NA ,Rain, Web
"""CNR5019505""",2024-02-26,16:42:28,"""CID5570912""",Premier Sedan,Seelampur,Sarai Kale Khan,Cash,16,Medium,Storm,App
"""CNR5090077""",2024-05-03,16:04:19,"""CID3397195""",Uber XL,Delhi Gate,Model Town,Uber Wallet,16,Medium,Clear,App
"""CNR1222800""",2024-04-17,07:17:55,"""CID4756379"" ",Premier  Sedan,Keshav Puram,ITO,null,7,,NA ,App
"""CNR7587211""",2024-03-04,16:23:08,"""CID6782669""",Premier Sedan,Inderlok,Preet Vihar,null,16,Low,,Web
"""CNR9014364""",2024-05-06,10:38:08,"""CID1450170""",Premier Sedan,Lajpat Nagar,Khan Market,null,10,High,,App
"""CNR8681513""",2024-01-15,16:04:32,"""CID3112263""",Premier Sedan,Ghitorni,Satguru Ram Singh Marg,Cash,16,Medium,Clear,Web
"""CNR1194554""",2024-01-29,17:42:11,"""CID2788814""",Premier Sedan,Subhash Chowk,Jahangirpuri,UPI,17,High,Clear,Phone
